hour_of_the_year;hour_of_the_day;day;pv_generation
8281;1;346;0.0
8282;2;346;0.0
8283;3;346;0.0
8284;4;346;0.0
8285;5;346;0.0
8286;6;346;0.0
8287;7;346;0.0
8288;8;346;0.008
8289;9;346;0.173
8290;10;346;0.387
8291;11;346;0.584
8292;12;346;0.697
8293;13;346;0.777
8294;14;346;0.788
8295;15;346;0.503
8296;16;346;0.008
8297;17;346;0.0
8298;18;346;0.0
8299;19;346;0.0
8300;20;346;0.0
8301;21;346;0.0
8302;22;346;0.0
8303;23;346;0.0
8304;24;346;0.0
