hour_of_the_year;hour_of_the_day;day;pv_generation
2881;1;121;0.0
2882;2;121;0.0
2883;3;121;0.0
2884;4;121;0.0
2885;5;121;0.067
2886;6;121;0.92
2887;7;121;2.93
2888;8;121;4.859
2889;9;121;6.38
2890;10;121;7.406
2891;11;121;7.953
2892;12;121;8.047
2893;13;121;7.706
2894;14;121;6.917
2895;15;121;5.669
2896;16;121;3.986
2897;17;121;1.999
2898;18;121;0.267
2899;19;121;0.001
2900;20;121;0.0
2901;21;121;0.0
2902;22;121;0.0
2903;23;121;0.0
2904;24;121;0.0
