hour_of_the_year;hour_of_the_day;day;pv_generation
2281;1;96;0.0
2282;2;96;0.0
2283;3;96;0.0
2284;4;96;0.0
2285;5;96;0.0
2286;6;96;0.286
2287;7;96;1.49
2288;8;96;3.175
2289;9;96;4.918
2290;10;96;5.896
2291;11;96;7.154
2292;12;96;7.333
2293;13;96;6.783
2294;14;96;5.485
2295;15;96;4.032
2296;16;96;2.552
2297;17;96;1.17
2298;18;96;0.084
2299;19;96;0.0
2300;20;96;0.0
2301;21;96;0.0
2302;22;96;0.0
2303;23;96;0.0
2304;24;96;0.0
