hour_of_the_year;hour_of_the_day;day;pv_generation
2977;1;125;0.0
2978;2;125;0.0
2979;3;125;0.0
2980;4;125;0.0
2981;5;125;0.005
2982;6;125;0.179
2983;7;125;0.626
2984;8;125;1.319
2985;9;125;2.016
2986;10;125;2.011
2987;11;125;2.142
2988;12;125;2.934
2989;13;125;3.949
2990;14;125;4.057
2991;15;125;3.247
2992;16;125;2.019
2993;17;125;0.955
2994;18;125;0.302
2995;19;125;0.0
2996;20;125;0.0
2997;21;125;0.0
2998;22;125;0.0
2999;23;125;0.0
3000;24;125;0.0
