hour_of_the_year;hour_of_the_day;day;pv_generation
6721;1;281;0.0
6722;2;281;0.0
6723;3;281;0.0
6724;4;281;0.0
6725;5;281;0.0
6726;6;281;0.0
6727;7;281;0.887
6728;8;281;2.013
6729;9;281;2.978
6730;10;281;4.072
6731;11;281;4.479
6732;12;281;4.089
6733;13;281;3.663
6734;14;281;3.208
6735;15;281;2.418
6736;16;281;1.485
6737;17;281;0.325
6738;18;281;0.0
6739;19;281;0.0
6740;20;281;0.0
6741;21;281;0.0
6742;22;281;0.0
6743;23;281;0.0
6744;24;281;0.0
