hour_of_the_year;hour_of_the_day;day;pv_generation
4297;1;180;0.0
4298;2;180;0.0
4299;3;180;0.0
4300;4;180;0.01
4301;5;180;0.238
4302;6;180;1.094
4303;7;180;2.929
4304;8;180;4.594
4305;9;180;5.894
4306;10;180;6.783
4307;11;180;7.265
4308;12;180;7.363
4309;13;180;7.085
4310;14;180;6.423
4311;15;180;5.37
4312;16;180;3.946
4313;17;180;2.255
4314;18;180;0.624
4315;19;180;0.178
4316;20;180;0.0
4317;21;180;0.0
4318;22;180;0.0
4319;23;180;0.0
4320;24;180;0.0
