hour_of_the_year;hour_of_the_day;day;pv_generation
1;1;1;0.0
2;2;1;0.0
3;3;1;0.0
4;4;1;0.0
5;5;1;0.0
6;6;1;0.0
7;7;1;0.0
8;8;1;0.132
9;9;1;0.696
10;10;1;1.681
11;11;1;2.392
12;12;1;2.153
13;13;1;2.244
14;14;1;1.5
15;15;1;0.531
16;16;1;0.002
17;17;1;0.0
18;18;1;0.0
19;19;1;0.0
20;20;1;0.0
21;21;1;0.0
22;22;1;0.0
23;23;1;0.0
24;24;1;0.0
