hour_of_the_year;hour_of_the_day;day;pv_generation
5545;1;232;0.0
5546;2;232;0.0
5547;3;232;0.0
5548;4;232;0.0
5549;5;232;0.0
5550;6;232;0.271
5551;7;232;0.653
5552;8;232;1.135
5553;9;232;1.537
5554;10;232;2.07
5555;11;232;2.552
5556;12;232;2.119
5557;13;232;1.926
5558;14;232;1.468
5559;15;232;0.668
5560;16;232;0.315
5561;17;232;0.135
5562;18;232;0.016
5563;19;232;0.0
5564;20;232;0.0
5565;21;232;0.0
5566;22;232;0.0
5567;23;232;0.0
5568;24;232;0.0
