hour_of_the_year;hour_of_the_day;day;pv_generation
1969;1;83;0.0
1970;2;83;0.0
1971;3;83;0.0
1972;4;83;0.0
1973;5;83;0.0
1974;6;83;0.146
1975;7;83;1.906
1976;8;83;4.049
1977;9;83;5.752
1978;10;83;6.882
1979;11;83;7.495
1980;12;83;7.607
1981;13;83;7.208
1982;14;83;6.263
1983;15;83;4.894
1984;16;83;3.052
1985;17;83;0.956
1986;18;83;0.0
1987;19;83;0.0
1988;20;83;0.0
1989;21;83;0.0
1990;22;83;0.0
1991;23;83;0.0
1992;24;83;0.0
