hour_of_the_year;hour_of_the_day;day;pv_generation
7297;1;305;0.0
7298;2;305;0.0
7299;3;305;0.0
7300;4;305;0.0
7301;5;305;0.0
7302;6;305;0.0
7303;7;305;0.07
7304;8;305;1.264
7305;9;305;2.507
7306;10;305;3.008
7307;11;305;3.576
7308;12;305;3.15
7309;13;305;1.816
7310;14;305;1.027
7311;15;305;0.417
7312;16;305;0.087
7313;17;305;0.0
7314;18;305;0.0
7315;19;305;0.0
7316;20;305;0.0
7317;21;305;0.0
7318;22;305;0.0
7319;23;305;0.0
7320;24;305;0.0
