hour_of_the_year;hour_of_the_day;day;pv_generation
8161;1;341;0.0
8162;2;341;0.0
8163;3;341;0.0
8164;4;341;0.0
8165;5;341;0.0
8166;6;341;0.0
8167;7;341;0.0
8168;8;341;0.032
8169;9;341;0.255
8170;10;341;0.421
8171;11;341;0.542
8172;12;341;0.603
8173;13;341;0.556
8174;14;341;0.436
8175;15;341;0.199
8176;16;341;0.0
8177;17;341;0.0
8178;18;341;0.0
8179;19;341;0.0
8180;20;341;0.0
8181;21;341;0.0
8182;22;341;0.0
8183;23;341;0.0
8184;24;341;0.0
