hour_of_the_year;hour_of_the_day;day;pv_generation
3481;1;146;0.0
3482;2;146;0.0
3483;3;146;0.0
3484;4;146;0.0
3485;5;146;0.153
3486;6;146;0.612
3487;7;146;1.393
3488;8;146;2.763
3489;9;146;4.461
3490;10;146;5.261
3491;11;146;5.993
3492;12;146;6.188
3493;13;146;6.03
3494;14;146;5.314
3495;15;146;4.109
3496;16;146;2.931
3497;17;146;1.578
3498;18;146;0.675
3499;19;146;0.112
3500;20;146;0.0
3501;21;146;0.0
3502;22;146;0.0
3503;23;146;0.0
3504;24;146;0.0
