hour_of_the_year;hour_of_the_day;day;pv_generation
7633;1;319;0.0
7634;2;319;0.0
7635;3;319;0.0
7636;4;319;0.0
7637;5;319;0.0
7638;6;319;0.0
7639;7;319;0.0
7640;8;319;0.396
7641;9;319;1.205
7642;10;319;1.728
7643;11;319;1.799
7644;12;319;1.49
7645;13;319;1.33
7646;14;319;0.669
7647;15;319;0.228
7648;16;319;0.007
7649;17;319;0.0
7650;18;319;0.0
7651;19;319;0.0
7652;20;319;0.0
7653;21;319;0.0
7654;22;319;0.0
7655;23;319;0.0
7656;24;319;0.0
