hour_of_the_year;hour_of_the_day;day;pv_generation
7369;1;308;0.0
7370;2;308;0.0
7371;3;308;0.0
7372;4;308;0.0
7373;5;308;0.0
7374;6;308;0.0
7375;7;308;0.035
7376;8;308;1.375
7377;9;308;4.049
7378;10;308;5.624
7379;11;308;5.231
7380;12;308;3.977
7381;13;308;4.576
7382;14;308;3.268
7383;15;308;2.108
7384;16;308;0.983
7385;17;308;0.0
7386;18;308;0.0
7387;19;308;0.0
7388;20;308;0.0
7389;21;308;0.0
7390;22;308;0.0
7391;23;308;0.0
7392;24;308;0.0
