hour_of_the_year;hour_of_the_day;day;pv_generation
3673;1;154;0.0
3674;2;154;0.0
3675;3;154;0.0
3676;4;154;0.0
3677;5;154;0.25
3678;6;154;1.16
3679;7;154;2.92
3680;8;154;4.566
3681;9;154;5.867
3682;10;154;6.772
3683;11;154;7.267
3684;12;154;7.359
3685;13;154;7.067
3686;14;154;6.357
3687;15;154;5.252
3688;16;154;3.781
3689;17;154;2.089
3690;18;154;0.599
3691;19;154;0.172
3692;20;154;0.0
3693;21;154;0.0
3694;22;154;0.0
3695;23;154;0.0
3696;24;154;0.0
