hour_of_the_year;hour_of_the_day;day;pv_generation
7777;1;325;0.0
7778;2;325;0.0
7779;3;325;0.0
7780;4;325;0.0
7781;5;325;0.0
7782;6;325;0.0
7783;7;325;0.0
7784;8;325;0.259
7785;9;325;1.229
7786;10;325;2.855
7787;11;325;4.442
7788;12;325;5.16
7789;13;325;5.007
7790;14;325;4.192
7791;15;325;2.542
7792;16;325;0.392
7793;17;325;0.0
7794;18;325;0.0
7795;19;325;0.0
7796;20;325;0.0
7797;21;325;0.0
7798;22;325;0.0
7799;23;325;0.0
7800;24;325;0.0
