hour_of_the_year;hour_of_the_day;day;pv_generation
4585;1;192;0.0
4586;2;192;0.0
4587;3;192;0.0
4588;4;192;0.001
4589;5;192;0.424
4590;6;192;0.991
4591;7;192;1.576
4592;8;192;1.771
4593;9;192;2.056
4594;10;192;2.332
4595;11;192;2.407
4596;12;192;2.372
4597;13;192;2.203
4598;14;192;1.921
4599;15;192;1.659
4600;16;192;1.617
4601;17;192;1.27
4602;18;192;0.73
4603;19;192;0.175
4604;20;192;0.0
4605;21;192;0.0
4606;22;192;0.0
4607;23;192;0.0
4608;24;192;0.0
