hour_of_the_year;hour_of_the_day;day;pv_generation
1993;1;84;0.0
1994;2;84;0.0
1995;3;84;0.0
1996;4;84;0.0
1997;5;84;0.0
1998;6;84;0.007
1999;7;84;0.38
2000;8;84;1.4
2001;9;84;3.021
2002;10;84;4.482
2003;11;84;5.297
2004;12;84;5.653
2005;13;84;5.484
2006;14;84;4.539
2007;15;84;2.863
2008;16;84;1.43
2009;17;84;0.423
2010;18;84;0.0
2011;19;84;0.0
2012;20;84;0.0
2013;21;84;0.0
2014;22;84;0.0
2015;23;84;0.0
2016;24;84;0.0
