hour_of_the_year;hour_of_the_day;day;pv_generation
6985;1;292;0.0
6986;2;292;0.0
6987;3;292;0.0
6988;4;292;0.0
6989;5;292;0.0
6990;6;292;0.0
6991;7;292;0.141
6992;8;292;0.341
6993;9;292;0.688
6994;10;292;1.772
6995;11;292;2.86
6996;12;292;4.372
6997;13;292;5.24
6998;14;292;4.007
6999;15;292;2.312
7000;16;292;1.008
7001;17;292;0.046
7002;18;292;0.0
7003;19;292;0.0
7004;20;292;0.0
7005;21;292;0.0
7006;22;292;0.0
7007;23;292;0.0
7008;24;292;0.0
