hour_of_the_year;hour_of_the_day;day;pv_generation
8137;1;340;0.0
8138;2;340;0.0
8139;3;340;0.0
8140;4;340;0.0
8141;5;340;0.0
8142;6;340;0.0
8143;7;340;0.0
8144;8;340;1.258
8145;9;340;3.792
8146;10;340;5.432
8147;11;340;6.259
8148;12;340;6.439
8149;13;340;6.006
8150;14;340;4.929
8151;15;340;3.061
8152;16;340;0.198
8153;17;340;0.0
8154;18;340;0.0
8155;19;340;0.0
8156;20;340;0.0
8157;21;340;0.0
8158;22;340;0.0
8159;23;340;0.0
8160;24;340;0.0
