hour_of_the_year;hour_of_the_day;day;pv_generation
985;1;42;0.0
986;2;42;0.0
987;3;42;0.0
988;4;42;0.0
989;5;42;0.0
990;6;42;0.0
991;7;42;0.006
992;8;42;0.355
993;9;42;0.819
994;10;42;1.258
995;11;42;1.584
996;12;42;1.734
997;13;42;1.58
998;14;42;1.42
999;15;42;1.03
1000;16;42;0.368
1001;17;42;0.0
1002;18;42;0.0
1003;19;42;0.0
1004;20;42;0.0
1005;21;42;0.0
1006;22;42;0.0
1007;23;42;0.0
1008;24;42;0.0
