hour_of_the_year;hour_of_the_day;day;pv_generation
6121;1;256;0.0
6122;2;256;0.0
6123;3;256;0.0
6124;4;256;0.0
6125;5;256;0.0
6126;6;256;0.33
6127;7;256;2.111
6128;8;256;4.027
6129;9;256;5.558
6130;10;256;6.621
6131;11;256;7.15
6132;12;256;7.225
6133;13;256;6.895
6134;14;256;6.124
6135;15;256;4.877
6136;16;256;3.191
6137;17;256;1.256
6138;18;256;0.028
6139;19;256;0.0
6140;20;256;0.0
6141;21;256;0.0
6142;22;256;0.0
6143;23;256;0.0
6144;24;256;0.0
