hour_of_the_year;hour_of_the_day;day;pv_generation
3193;1;134;0.0
3194;2;134;0.0
3195;3;134;0.0
3196;4;134;0.0
3197;5;134;0.189
3198;6;134;1.142
3199;7;134;3.071
3200;8;134;4.834
3201;9;134;5.919
3202;10;134;6.872
3203;11;134;7.109
3204;12;134;7.26
3205;13;134;6.895
3206;14;134;5.915
3207;15;134;4.666
3208;16;134;3.125
3209;17;134;1.649
3210;18;134;0.548
3211;19;134;0.036
3212;20;134;0.0
3213;21;134;0.0
3214;22;134;0.0
3215;23;134;0.0
3216;24;134;0.0
