hour_of_the_year;hour_of_the_day;day;pv_generation
8689;1;363;0.0
8690;2;363;0.0
8691;3;363;0.0
8692;4;363;0.0
8693;5;363;0.0
8694;6;363;0.0
8695;7;363;0.0
8696;8;363;1.089
8697;9;363;3.715
8698;10;363;4.902
8699;11;363;5.745
8700;12;363;6.082
8701;13;363;5.208
8702;14;363;4.691
8703;15;363;2.646
8704;16;363;0.105
8705;17;363;0.0
8706;18;363;0.0
8707;19;363;0.0
8708;20;363;0.0
8709;21;363;0.0
8710;22;363;0.0
8711;23;363;0.0
8712;24;363;0.0
