hour_of_the_year;hour_of_the_day;day;pv_generation
3409;1;143;0.0
3410;2;143;0.0
3411;3;143;0.0
3412;4;143;0.0
3413;5;143;0.259
3414;6;143;1.139
3415;7;143;2.965
3416;8;143;4.825
3417;9;143;6.247
3418;10;143;7.214
3419;11;143;7.739
3420;12;143;7.825
3421;13;143;7.494
3422;14;143;6.743
3423;15;143;5.574
3424;16;143;4.011
3425;17;143;2.166
3426;18;143;0.465
3427;19;143;0.101
3428;20;143;0.0
3429;21;143;0.0
3430;22;143;0.0
3431;23;143;0.0
3432;24;143;0.0
