hour_of_the_year;hour_of_the_day;day;pv_generation
2857;1;120;0.0
2858;2;120;0.0
2859;3;120;0.0
2860;4;120;0.0
2861;5;120;0.0
2862;6;120;0.116
2863;7;120;0.334
2864;8;120;0.774
2865;9;120;1.534
2866;10;120;2.365
2867;11;120;3.325
2868;12;120;4.267
2869;13;120;5.235
2870;14;120;5.231
2871;15;120;4.465
2872;16;120;3.275
2873;17;120;1.888
2874;18;120;0.45
2875;19;120;0.0
2876;20;120;0.0
2877;21;120;0.0
2878;22;120;0.0
2879;23;120;0.0
2880;24;120;0.0
