hour_of_the_year;hour_of_the_day;day;pv_generation
3505;1;147;0.0
3506;2;147;0.0
3507;3;147;0.0
3508;4;147;0.0
3509;5;147;0.286
3510;6;147;1.068
3511;7;147;2.234
3512;8;147;3.38
3513;9;147;4.429
3514;10;147;4.895
3515;11;147;5.1
3516;12;147;4.508
3517;13;147;3.572
3518;14;147;2.646
3519;15;147;1.652
3520;16;147;1.058
3521;17;147;0.593
3522;18;147;0.235
3523;19;147;0.014
3524;20;147;0.0
3525;21;147;0.0
3526;22;147;0.0
3527;23;147;0.0
3528;24;147;0.0
