hour_of_the_year;hour_of_the_day;day;pv_generation
5089;1;213;0.0
5090;2;213;0.0
5091;3;213;0.0
5092;4;213;0.0
5093;5;213;0.188
5094;6;213;0.896
5095;7;213;2.513
5096;8;213;4.121
5097;9;213;5.37
5098;10;213;6.373
5099;11;213;7.015
5100;12;213;7.145
5101;13;213;6.748
5102;14;213;6.116
5103;15;213;4.976
5104;16;213;3.357
5105;17;213;1.792
5106;18;213;0.575
5107;19;213;0.045
5108;20;213;0.0
5109;21;213;0.0
5110;22;213;0.0
5111;23;213;0.0
5112;24;213;0.0
