hour_of_the_year;hour_of_the_day;day;pv_generation
2569;1;108;0.0
2570;2;108;0.0
2571;3;108;0.0
2572;4;108;0.0
2573;5;108;0.006
2574;6;108;0.644
2575;7;108;2.543
2576;8;108;4.444
2577;9;108;5.916
2578;10;108;6.708
2579;11;108;6.943
2580;12;108;6.771
2581;13;108;6.192
2582;14;108;5.236
2583;15;108;3.894
2584;16;108;2.552
2585;17;108;1.267
2586;18;108;0.226
2587;19;108;0.0
2588;20;108;0.0
2589;21;108;0.0
2590;22;108;0.0
2591;23;108;0.0
2592;24;108;0.0
