hour_of_the_year;hour_of_the_day;day;pv_generation
5785;1;242;0.0
5786;2;242;0.0
5787;3;242;0.0
5788;4;242;0.0
5789;5;242;0.0
5790;6;242;0.533
5791;7;242;2.147
5792;8;242;3.925
5793;9;242;5.388
5794;10;242;6.401
5795;11;242;6.9
5796;12;242;6.921
5797;13;242;6.544
5798;14;242;5.687
5799;15;242;4.463
5800;16;242;2.954
5801;17;242;1.351
5802;18;242;0.167
5803;19;242;0.0
5804;20;242;0.0
5805;21;242;0.0
5806;22;242;0.0
5807;23;242;0.0
5808;24;242;0.0
