hour_of_the_year;hour_of_the_day;day;pv_generation
6241;1;261;0.0
6242;2;261;0.0
6243;3;261;0.0
6244;4;261;0.0
6245;5;261;0.0
6246;6;261;0.213
6247;7;261;1.834
6248;8;261;3.914
6249;9;261;5.682
6250;10;261;6.818
6251;11;261;7.4
6252;12;261;7.432
6253;13;261;6.941
6254;14;261;6.003
6255;15;261;4.686
6256;16;261;2.954
6257;17;261;1.03
6258;18;261;0.006
6259;19;261;0.0
6260;20;261;0.0
6261;21;261;0.0
6262;22;261;0.0
6263;23;261;0.0
6264;24;261;0.0
