hour_of_the_year;hour_of_the_day;day;pv_generation
6601;1;276;0.0
6602;2;276;0.0
6603;3;276;0.0
6604;4;276;0.0
6605;5;276;0.0
6606;6;276;0.0
6607;7;276;0.699
6608;8;276;2.638
6609;9;276;5.18
6610;10;276;6.334
6611;11;276;6.885
6612;12;276;7.096
6613;13;276;6.758
6614;14;276;6.097
6615;15;276;4.731
6616;16;276;2.918
6617;17;276;0.754
6618;18;276;0.0
6619;19;276;0.0
6620;20;276;0.0
6621;21;276;0.0
6622;22;276;0.0
6623;23;276;0.0
6624;24;276;0.0
