hour_of_the_year;hour_of_the_day;day;pv_generation
4561;1;191;0.0
4562;2;191;0.0
4563;3;191;0.0
4564;4;191;0.001
4565;5;191;0.274
4566;6;191;1.068
4567;7;191;2.949
4568;8;191;4.657
4569;9;191;6.072
4570;10;191;7.044
4571;11;191;7.56
4572;12;191;7.704
4573;13;191;7.427
4574;14;191;6.731
4575;15;191;5.612
4576;16;191;4.111
4577;17;191;2.339
4578;18;191;0.646
4579;19;191;0.16
4580;20;191;0.0
4581;21;191;0.0
4582;22;191;0.0
4583;23;191;0.0
4584;24;191;0.0
