hour_of_the_year;hour_of_the_day;day;pv_generation
6097;1;255;0.0
6098;2;255;0.0
6099;3;255;0.0
6100;4;255;0.0
6101;5;255;0.0
6102;6;255;0.253
6103;7;255;1.353
6104;8;255;3.403
6105;9;255;5.153
6106;10;255;6.411
6107;11;255;7.123
6108;12;255;7.323
6109;13;255;7.011
6110;14;255;6.247
6111;15;255;4.981
6112;16;255;3.278
6113;17;255;1.312
6114;18;255;0.035
6115;19;255;0.0
6116;20;255;0.0
6117;21;255;0.0
6118;22;255;0.0
6119;23;255;0.0
6120;24;255;0.0
