hour_of_the_year;hour_of_the_day;day;pv_generation
7561;1;316;0.0
7562;2;316;0.0
7563;3;316;0.0
7564;4;316;0.0
7565;5;316;0.0
7566;6;316;0.0
7567;7;316;0.0
7568;8;316;0.182
7569;9;316;0.604
7570;10;316;1.165
7571;11;316;2.039
7572;12;316;2.445
7573;13;316;2.423
7574;14;316;2.036
7575;15;316;1.226
7576;16;316;0.158
7577;17;316;0.0
7578;18;316;0.0
7579;19;316;0.0
7580;20;316;0.0
7581;21;316;0.0
7582;22;316;0.0
7583;23;316;0.0
7584;24;316;0.0
