hour_of_the_year;hour_of_the_day;day;pv_generation
145;1;7;0.0
146;2;7;0.0
147;3;7;0.0
148;4;7;0.0
149;5;7;0.0
150;6;7;0.0
151;7;7;0.0
152;8;7;0.102
153;9;7;0.693
154;10;7;1.378
155;11;7;1.758
156;12;7;1.842
157;13;7;1.757
158;14;7;1.252
159;15;7;0.506
160;16;7;0.009
161;17;7;0.0
162;18;7;0.0
163;19;7;0.0
164;20;7;0.0
165;21;7;0.0
166;22;7;0.0
167;23;7;0.0
168;24;7;0.0
