hour_of_the_year;hour_of_the_day;day;pv_generation
817;1;35;0.0
818;2;35;0.0
819;3;35;0.0
820;4;35;0.0
821;5;35;0.0
822;6;35;0.0
823;7;35;0.019
824;8;35;1.875
825;9;35;4.195
826;10;35;6.02
827;11;35;7.198
828;12;35;7.404
829;13;35;6.857
830;14;35;5.722
831;15;35;3.824
832;16;35;1.162
833;17;35;0.0
834;18;35;0.0
835;19;35;0.0
836;20;35;0.0
837;21;35;0.0
838;22;35;0.0
839;23;35;0.0
840;24;35;0.0
