hour_of_the_year;hour_of_the_day;day;pv_generation
5281;1;221;0.0
5282;2;221;0.0
5283;3;221;0.0
5284;4;221;0.0
5285;5;221;0.102
5286;6;221;0.807
5287;7;221;2.36
5288;8;221;4.004
5289;9;221;5.093
5290;10;221;6.023
5291;11;221;6.531
5292;12;221;6.668
5293;13;221;6.419
5294;14;221;5.753
5295;15;221;4.063
5296;16;221;2.514
5297;17;221;1.75
5298;18;221;0.454
5299;19;221;0.009
5300;20;221;0.0
5301;21;221;0.0
5302;22;221;0.0
5303;23;221;0.0
5304;24;221;0.0
