hour_of_the_year;hour_of_the_day;day;pv_generation
5065;1;212;0.0
5066;2;212;0.0
5067;3;212;0.0
5068;4;212;0.0
5069;5;212;0.138
5070;6;212;0.586
5071;7;212;1.117
5072;8;212;1.571
5073;9;212;2.081
5074;10;212;2.565
5075;11;212;3.123
5076;12;212;3.949
5077;13;212;3.875
5078;14;212;4.041
5079;15;212;3.181
5080;16;212;2.489
5081;17;212;1.436
5082;18;212;0.562
5083;19;212;0.037
5084;20;212;0.0
5085;21;212;0.0
5086;22;212;0.0
5087;23;212;0.0
5088;24;212;0.0
