hour_of_the_year;hour_of_the_day;day;pv_generation
2257;1;95;0.0
2258;2;95;0.0
2259;3;95;0.0
2260;4;95;0.0
2261;5;95;0.0
2262;6;95;0.181
2263;7;95;1.028
2264;8;95;2.727
2265;9;95;4.274
2266;10;95;5.394
2267;11;95;6.313
2268;12;95;6.913
2269;13;95;6.492
2270;14;95;5.661
2271;15;95;4.295
2272;16;95;2.706
2273;17;95;1.098
2274;18;95;0.066
2275;19;95;0.0
2276;20;95;0.0
2277;21;95;0.0
2278;22;95;0.0
2279;23;95;0.0
2280;24;95;0.0
