hour_of_the_year;hour_of_the_day;day;pv_generation
2185;1;92;0.0
2186;2;92;0.0
2187;3;92;0.0
2188;4;92;0.0
2189;5;92;0.0
2190;6;92;0.233
2191;7;92;1.593
2192;8;92;3.535
2193;9;92;5.089
2194;10;92;6.064
2195;11;92;6.761
2196;12;92;6.917
2197;13;92;6.201
2198;14;92;4.367
2199;15;92;2.345
2200;16;92;1.046
2201;17;92;0.292
2202;18;92;0.003
2203;19;92;0.0
2204;20;92;0.0
2205;21;92;0.0
2206;22;92;0.0
2207;23;92;0.0
2208;24;92;0.0
