hour_of_the_year;hour_of_the_day;day;pv_generation
6217;1;260;0.0
6218;2;260;0.0
6219;3;260;0.0
6220;4;260;0.0
6221;5;260;0.0
6222;6;260;0.21
6223;7;260;1.409
6224;8;260;3.317
6225;9;260;4.949
6226;10;260;5.877
6227;11;260;6.083
6228;12;260;6.159
6229;13;260;5.954
6230;14;260;5.176
6231;15;260;3.33
6232;16;260;1.721
6233;17;260;0.629
6234;18;260;0.003
6235;19;260;0.0
6236;20;260;0.0
6237;21;260;0.0
6238;22;260;0.0
6239;23;260;0.0
6240;24;260;0.0
