hour_of_the_year;hour_of_the_day;day;pv_generation
5233;1;219;0.0
5234;2;219;0.0
5235;3;219;0.0
5236;4;219;0.0
5237;5;219;0.022
5238;6;219;0.262
5239;7;219;0.868
5240;8;219;1.586
5241;9;219;2.144
5242;10;219;1.809
5243;11;219;1.376
5244;12;219;1.448
5245;13;219;1.357
5246;14;219;1.605
5247;15;219;1.191
5248;16;219;0.812
5249;17;219;0.727
5250;18;219;0.244
5251;19;219;0.002
5252;20;219;0.0
5253;21;219;0.0
5254;22;219;0.0
5255;23;219;0.0
5256;24;219;0.0
