hour_of_the_year;hour_of_the_day;day;pv_generation
1801;1;76;0.0
1802;2;76;0.0
1803;3;76;0.0
1804;4;76;0.0
1805;5;76;0.0
1806;6;76;0.061
1807;7;76;1.877
1808;8;76;4.095
1809;9;76;5.765
1810;10;76;6.879
1811;11;76;7.47
1812;12;76;7.481
1813;13;76;6.604
1814;14;76;4.992
1815;15;76;3.057
1816;16;76;1.123
1817;17;76;0.194
1818;18;76;0.0
1819;19;76;0.0
1820;20;76;0.0
1821;21;76;0.0
1822;22;76;0.0
1823;23;76;0.0
1824;24;76;0.0
