hour_of_the_year;hour_of_the_day;day;pv_generation
4729;1;198;0.0
4730;2;198;0.0
4731;3;198;0.0
4732;4;198;0.0
4733;5;198;0.323
4734;6;198;1.029
4735;7;198;2.263
4736;8;198;3.882
4737;9;198;5.465
4738;10;198;6.446
4739;11;198;6.574
4740;12;198;6.439
4741;13;198;6.32
4742;14;198;5.109
4743;15;198;3.261
4744;16;198;2.033
4745;17;198;1.43
4746;18;198;0.744
4747;19;198;0.152
4748;20;198;0.0
4749;21;198;0.0
4750;22;198;0.0
4751;23;198;0.0
4752;24;198;0.0
