hour_of_the_year;hour_of_the_day;day;pv_generation
5017;1;210;0.0
5018;2;210;0.0
5019;3;210;0.0
5020;4;210;0.0
5021;5;210;0.06
5022;6;210;0.455
5023;7;210;1.078
5024;8;210;1.917
5025;9;210;2.788
5026;10;210;3.717
5027;11;210;4.513
5028;12;210;4.96
5029;13;210;5.324
5030;14;210;5.187
5031;15;210;4.364
5032;16;210;3.023
5033;17;210;1.795
5034;18;210;0.644
5035;19;210;0.059
5036;20;210;0.0
5037;21;210;0.0
5038;22;210;0.0
5039;23;210;0.0
5040;24;210;0.0
