hour_of_the_year;hour_of_the_day;day;pv_generation
4057;1;170;0.0
4058;2;170;0.0
4059;3;170;0.0
4060;4;170;0.0
4061;5;170;0.372
4062;6;170;1.17
4063;7;170;2.747
4064;8;170;4.323
4065;9;170;5.602
4066;10;170;6.487
4067;11;170;6.942
4068;12;170;6.949
4069;13;170;6.623
4070;14;170;5.896
4071;15;170;4.804
4072;16;170;3.428
4073;17;170;1.972
4074;18;170;0.763
4075;19;170;0.204
4076;20;170;0.0
4077;21;170;0.0
4078;22;170;0.0
4079;23;170;0.0
4080;24;170;0.0
