hour_of_the_year;hour_of_the_day;day;pv_generation
8521;1;356;0.0
8522;2;356;0.0
8523;3;356;0.0
8524;4;356;0.0
8525;5;356;0.0
8526;6;356;0.0
8527;7;356;0.0
8528;8;356;0.019
8529;9;356;0.433
8530;10;356;0.954
8531;11;356;1.081
8532;12;356;0.846
8533;13;356;0.754
8534;14;356;0.605
8535;15;356;0.231
8536;16;356;0.0
8537;17;356;0.0
8538;18;356;0.0
8539;19;356;0.0
8540;20;356;0.0
8541;21;356;0.0
8542;22;356;0.0
8543;23;356;0.0
8544;24;356;0.0
