hour_of_the_year;hour_of_the_day;day;pv_generation
4393;1;184;0.0
4394;2;184;0.0
4395;3;184;0.0
4396;4;184;0.003
4397;5;184;0.343
4398;6;184;1.021
4399;7;184;2.003
4400;8;184;2.984
4401;9;184;3.827
4402;10;184;4.344
4403;11;184;4.644
4404;12;184;4.579
4405;13;184;4.212
4406;14;184;3.64
4407;15;184;2.925
4408;16;184;2.309
4409;17;184;1.583
4410;18;184;0.788
4411;19;184;0.202
4412;20;184;0.0
4413;21;184;0.0
4414;22;184;0.0
4415;23;184;0.0
4416;24;184;0.0
