hour_of_the_year;hour_of_the_day;day;pv_generation
5497;1;230;0.0
5498;2;230;0.0
5499;3;230;0.0
5500;4;230;0.0
5501;5;230;0.042
5502;6;230;0.696
5503;7;230;2.46
5504;8;230;4.209
5505;9;230;5.604
5506;10;230;6.569
5507;11;230;7.101
5508;12;230;7.217
5509;13;230;6.919
5510;14;230;6.186
5511;15;230;5.067
5512;16;230;3.515
5513;17;230;1.747
5514;18;230;0.32
5515;19;230;0.0
5516;20;230;0.0
5517;21;230;0.0
5518;22;230;0.0
5519;23;230;0.0
5520;24;230;0.0
