hour_of_the_year;hour_of_the_day;day;pv_generation
7921;1;331;0.0
7922;2;331;0.0
7923;3;331;0.0
7924;4;331;0.0
7925;5;331;0.0
7926;6;331;0.0
7927;7;331;0.0
7928;8;331;0.027
7929;9;331;0.148
7930;10;331;0.346
7931;11;331;0.474
7932;12;331;0.543
7933;13;331;0.967
7934;14;331;2.019
7935;15;331;1.756
7936;16;331;0.129
7937;17;331;0.0
7938;18;331;0.0
7939;19;331;0.0
7940;20;331;0.0
7941;21;331;0.0
7942;22;331;0.0
7943;23;331;0.0
7944;24;331;0.0
