hour_of_the_year;hour_of_the_day;day;pv_generation
2017;1;85;0.0
2018;2;85;0.0
2019;3;85;0.0
2020;4;85;0.0
2021;5;85;0.0
2022;6;85;0.061
2023;7;85;0.983
2024;8;85;2.953
2025;9;85;4.83
2026;10;85;6.174
2027;11;85;7.208
2028;12;85;7.47
2029;13;85;7.056
2030;14;85;6.434
2031;15;85;5.266
2032;16;85;3.428
2033;17;85;1.137
2034;18;85;0.005
2035;19;85;0.0
2036;20;85;0.0
2037;21;85;0.0
2038;22;85;0.0
2039;23;85;0.0
2040;24;85;0.0
