hour_of_the_year;hour_of_the_day;day;pv_generation
5929;1;248;0.0
5930;2;248;0.0
5931;3;248;0.0
5932;4;248;0.0
5933;5;248;0.0
5934;6;248;0.438
5935;7;248;1.718
5936;8;248;2.884
5937;9;248;3.204
5938;10;248;3.268
5939;11;248;2.732
5940;12;248;2.701
5941;13;248;2.321
5942;14;248;2.205
5943;15;248;1.882
5944;16;248;1.179
5945;17;248;0.469
5946;18;248;0.026
5947;19;248;0.0
5948;20;248;0.0
5949;21;248;0.0
5950;22;248;0.0
5951;23;248;0.0
5952;24;248;0.0
