hour_of_the_year;hour_of_the_day;day;pv_generation
1849;1;78;0.0
1850;2;78;0.0
1851;3;78;0.0
1852;4;78;0.0
1853;5;78;0.0
1854;6;78;0.04
1855;7;78;0.973
1856;8;78;2.919
1857;9;78;4.049
1858;10;78;5.003
1859;11;78;5.817
1860;12;78;6.012
1861;13;78;5.87
1862;14;78;5.128
1863;15;78;3.836
1864;16;78;2.04
1865;17;78;0.589
1866;18;78;0.0
1867;19;78;0.0
1868;20;78;0.0
1869;21;78;0.0
1870;22;78;0.0
1871;23;78;0.0
1872;24;78;0.0
