hour_of_the_year;hour_of_the_day;day;pv_generation
1681;1;71;0.0
1682;2;71;0.0
1683;3;71;0.0
1684;4;71;0.0
1685;5;71;0.0
1686;6;71;0.0
1687;7;71;0.795
1688;8;71;3.057
1689;9;71;5.437
1690;10;71;7.04
1691;11;71;7.754
1692;12;71;7.994
1693;13;71;7.632
1694;14;71;6.693
1695;15;71;5.124
1696;16;71;2.228
1697;17;71;0.332
1698;18;71;0.0
1699;19;71;0.0
1700;20;71;0.0
1701;21;71;0.0
1702;22;71;0.0
1703;23;71;0.0
1704;24;71;0.0
