hour_of_the_year;hour_of_the_day;day;pv_generation
193;1;9;0.0
194;2;9;0.0
195;3;9;0.0
196;4;9;0.0
197;5;9;0.0
198;6;9;0.0
199;7;9;0.0
200;8;9;0.005
201;9;9;0.186
202;10;9;0.437
203;11;9;0.686
204;12;9;0.733
205;13;9;0.649
206;14;9;0.371
207;15;9;0.124
208;16;9;0.0
209;17;9;0.0
210;18;9;0.0
211;19;9;0.0
212;20;9;0.0
213;21;9;0.0
214;22;9;0.0
215;23;9;0.0
216;24;9;0.0
