hour_of_the_year;hour_of_the_day;day;pv_generation
4009;1;168;0.0
4010;2;168;0.0
4011;3;168;0.0
4012;4;168;0.01
4013;5;168;0.369
4014;6;168;1.183
4015;7;168;2.907
4016;8;168;4.558
4017;9;168;5.885
4018;10;168;6.801
4019;11;168;7.29
4020;12;168;7.39
4021;13;168;7.081
4022;14;168;6.362
4023;15;168;5.163
4024;16;168;3.668
4025;17;168;2.057
4026;18;168;0.732
4027;19;168;0.217
4028;20;168;0.0
4029;21;168;0.0
4030;22;168;0.0
4031;23;168;0.0
4032;24;168;0.0
