hour_of_the_year;hour_of_the_day;day;electricity_consumption
6745;1;282;0.3932345
6746;2;282;0.19588575
6747;3;282;0.18463125
6748;4;282;0.180501
6749;5;282;0.17814
6750;6;282;0.2710255
6751;7;282;0.238228
6752;8;282;0.28879025
6753;9;282;0.2023925
6754;10;282;0.32786625
6755;11;282;0.187488
6756;12;282;1.42322225
6757;13;282;1.15731875
6758;14;282;0.85822975
6759;15;282;0.913895
6760;16;282;0.7601995
6761;17;282;0.54467475
6762;18;282;0.44094275
6763;19;282;0.40644575
6764;20;282;0.474322
6765;21;282;0.485289
6766;22;282;0.669479
6767;23;282;0.63414625
6768;24;282;0.49053825
