hour_of_the_year;hour_of_the_day;day;electricity_consumption
673;1;29;0.3121025
674;2;29;0.27824825
675;3;29;0.28464375
676;4;29;0.28669525
677;5;29;0.31932175
678;6;29;0.28223125
679;7;29;0.36532625
680;8;29;0.3108275
681;9;29;0.484425
682;10;29;0.48202475
683;11;29;0.3637585
684;12;29;0.2756365
685;13;29;0.264217
686;14;29;0.79210425
687;15;29;0.899765
688;16;29;0.419393
689;17;29;0.271893
690;18;29;0.553092
691;19;29;1.16086425
692;20;29;1.161079
693;21;29;0.72313075
694;22;29;0.935001
695;23;29;0.68949525
696;24;29;0.40760725
