hour_of_the_year;hour_of_the_day;day;electricity_consumption
241;1;11;0.327375
242;2;11;0.3093075
243;3;11;0.30642825
244;4;11;0.269243
245;5;11;0.2852065
246;6;11;0.2831375
247;7;11;0.44650025
248;8;11;0.335393
249;9;11;0.32500525
250;10;11;0.594623
251;11;11;0.67282425
252;12;11;0.9894505
253;13;11;0.75083225
254;14;11;0.2934865
255;15;11;1.13976475
256;16;11;2.39012875
257;17;11;0.81048625
258;18;11;0.41674
259;19;11;0.39767425
260;20;11;0.42894925
261;21;11;0.46712175
262;22;11;0.62600725
263;23;11;0.42860375
264;24;11;0.29818825
