hour_of_the_year;hour_of_the_day;day;electricity_consumption
3889;1;163;0.29373775
3890;2;163;0.18869725
3891;3;163;0.17397
3892;4;163;0.19319225
3893;5;163;0.19688825
3894;6;163;0.19760975
3895;7;163;0.1938935
3896;8;163;0.30092275
3897;9;163;0.215888
3898;10;163;0.197618
3899;11;163;1.09131675
3900;12;163;0.61728625
3901;13;163;0.80248025
3902;14;163;0.62785975
3903;15;163;0.2871895
3904;16;163;0.60473875
3905;17;163;0.38258975
3906;18;163;0.956168
3907;19;163;0.6585505
3908;20;163;0.37978275
3909;21;163;0.5840885
3910;22;163;0.56658225
3911;23;163;0.5019225
3912;24;163;0.27939425
