hour_of_the_year;hour_of_the_day;day;electricity_consumption
2137;1;90;0.36992425
2138;2;90;0.286736
2139;3;90;0.287272
2140;4;90;0.364284
2141;5;90;0.2902035
2142;6;90;0.5134725
2143;7;90;0.24947075
2144;8;90;0.40440175
2145;9;90;0.47985075
2146;10;90;1.43490125
2147;11;90;0.8261525
2148;12;90;0.856505
2149;13;90;0.45757925
2150;14;90;1.74507375
2151;15;90;2.53098625
2152;16;90;0.2492595
2153;17;90;0.272685
2154;18;90;0.90899375
2155;19;90;0.96282725
2156;20;90;1.23833325
2157;21;90;1.44052975
2158;22;90;0.412813
2159;23;90;0.30559225
2160;24;90;0.27280025
