hour_of_the_year;hour_of_the_day;day;electricity_consumption
889;1;38;0.348375
890;2;38;0.32065125
891;3;38;0.355602
892;4;38;0.28481025
893;5;38;0.28587325
894;6;38;0.286323
895;7;38;0.3253495
896;8;38;0.2923565
897;9;38;0.27701575
898;10;38;0.29770375
899;11;38;0.38317875
900;12;38;0.29747975
901;13;38;0.28265725
902;14;38;0.634391
903;15;38;0.6109855
904;16;38;0.863598
905;17;38;0.30982425
906;18;38;0.377354
907;19;38;0.39516975
908;20;38;0.38117675
909;21;38;0.516371
910;22;38;0.61031325
911;23;38;0.462768
912;24;38;0.44546
