hour_of_the_year;hour_of_the_day;day;electricity_consumption
2809;1;118;0.49365675
2810;2;118;0.43757725
2811;3;118;0.3235465
2812;4;118;0.27536825
2813;5;118;0.59820225
2814;6;118;0.3565575
2815;7;118;0.1842475
2816;8;118;0.66111775
2817;9;118;0.6989665
2818;10;118;0.48334875
2819;11;118;0.19557675
2820;12;118;0.42741475
2821;13;118;0.417986
2822;14;118;0.76517425
2823;15;118;0.9670245
2824;16;118;0.70689475
2825;17;118;0.788283
2826;18;118;0.8693955
2827;19;118;0.82965
2828;20;118;1.211103
2829;21;118;0.745579
2830;22;118;1.01061975
2831;23;118;0.3771515
2832;24;118;0.25704875
